SexPosID,Label,Type,SemenPattern1,SemenPattern2,SemenPattern3,SemenTarget1,SemenTarget2,SemenTarget3,VoiceLabel1,VoiceLabel2,WaitLabel1,WaitLabel2,OrgasmType,dummy
5,*ぶっかけ２,Orgasm,Mouth,Face,Breast,Maid1,Maid1,Maid1,4PBukkakeBitch,,OrgasmWaitBukkakeBitch,,Bukkake,
5,*ぶっかけ,Orgasm,Mouth,Face,Breast,Maid1,Maid1,Maid1,4PBukkakeBitch,,OrgasmWaitBukkakeBitch,,Bukkake2,
6,*挿入,Insert,,,,,,,InsertBitch,,,,,
6,*待機,Waiting,,,,,,,WaitingBitch,,,,,
6,*射精外,Orgasm,Ass,Belly,,Maid1,Maid1,,PistonBitch,,OrgasmWaitPistonBitch,,External,
6,*射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,PistonBitch,,OrgasmWaitPistonBitch,,Internal,
7,*挿入,Insert,,,,,,,InsertBitch,,,,,
7,*待機,Waiting,,,,,,,WaitingBitch,,,,,
7,*射精外,Orgasm,Face,Breast,Belly,Maid1,Maid1,Maid1,PistonBitch,,OrgasmWaitPistonBitch,,External,
7,*射精中,Orgasm,Face,Breast,Vagina,Maid1,Maid1,Maid1,PistonBitch,,OrgasmWaitPistonBitch,,Internal,
8,*挿入,Insert,,,,,,,InsertBitch,,,,,
8,*待機,Waiting,,,,,,,WaitingBitch,,,,,
8,*射精外,Orgasm,Face,Breast,Belly,Maid1,Maid1,Maid1,PistonBitch,,OrgasmWaitPistonBitch,,External,
8,*射精中,Orgasm,Face,Breast,Vagina,Maid1,Maid1,Maid1,PistonBitch,,OrgasmWaitPistonBitch,,Internal,
9,*待機,Waiting,,,,,,,Waiting,,,,,
9,*顔射,Orgasm,Face,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,Face,
9,*口内射精,Orgasm,Mouth,Face,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,Mouth,
9,*男２顔射,Orgasm,Face,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,Face,
9,*男２口内射精,Orgasm,Face,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,Mouth,
10,*挿入,Insert,,,,,,,Insert,,,,,
10,*待機,Waiting,,,,,,,Waiting,,,,,
10,*初々しい射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,External,
10,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,Internal,
11,*挿入,Insert,,,,,,,InsertMouth,,,,,
11,*待機,Waiting,,,,,,,Waiting,,,,,
11,*射精外,Orgasm,Ass,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,External,
11,*射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,Internal,
12,*挿入,Insert,,,,,,,Insert,,,,,
12,*待機,Waiting,,,,,,,Waiting,,,,,
12,*射精外,Orgasm,Ass,Belly,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,External,
12,*射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,Internal,
13,*挿入,Insert,,,,,,,Insert,,,,,
13,*待機,Waiting,,,,,,,Waiting,,,,,
13,*射精外,Orgasm,Ass,Belly,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,External,
13,*射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,Internal,
14,*挿入,Insert,,,,,,,Insert,,,,,
14,*待機,Waiting,,,,,,,WaitingOho,,,,,
14,*初々しい射精外,Orgasm,Belly,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
14,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
14,*射精外,Orgasm,Belly,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
14,*射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
15,*挿入,Insert,,,,,,,Insert,,,,,
15,*待機,Waiting,,,,,,,WaitingOho,,,,,
15,*初々しい射精外,Orgasm,Belly,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
15,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
15,*射精外,Orgasm,Belly,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
15,*射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
16,*挿入,Insert,,,,,,,Insert,,,,,
16,*待機,Waiting,,,,,,,WaitingOho,,,,,
16,*初々しい射精外,Orgasm,Ass,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
16,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
16,*射精外,Orgasm,Ass,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
16,*射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
17,*挿入,Insert,,,,,,,Insert,,,,,
17,*待機,Waiting,,,,,,,WaitingOho,,,,,
17,*初々しい射精外,Orgasm,Ass,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
17,*初々しい射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
17,*射精外,Orgasm,Ass,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
17,*射精中,Orgasm,Vagina,,,Maid1,,,PistonOho,,OrgasmWaitOho,,,
100,*待機,Waiting,,,,,,,Waiting,,,,,
102,*口内射精,Orgasm,Mouth,,,Maid1,,,Fellatio,,OrgasmWaitHoushi,,,
21,*挿入,Insert,,,,,,,InsertMouth,,,,,
21,*待機,Waiting,,,,,,,Waiting,,,,,
21,*初々しい射精外,Orgasm,Belly,Face,,Maid1,Maid1,,3PFellatioFace,,OrgasmWaitExcite,,,
21,*初々しい射精中,Orgasm,Vagina,Mouth,,Maid1,Maid1,,3PFellatio,,OrgasmWaitExcite,,,
22,*挿入,Insert,,,,,,,Insert,,,,,
22,*待機,Waiting,,,,,,,Waiting,,,,,
22,*初々しい射精外,Orgasm,Belly,Belly,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
22,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
23,*挿入,Insert,,,,,,,Insert,,,,,
23,*待機,Waiting,,,,,,,Waiting,,,,,
23,*初々しい射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
23,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
24,*挿入,Insert,,,,,,,Insert,,,,,
24,*待機,Waiting,,,,,,,Waiting,,,,,
24,*初々しい射精外,Orgasm,Belly,Back,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
24,*初々しい射精中,Orgasm,Vagina,Vagina,,Maid1,Maid1,,DoublePenetration,,OrgasmWaitExcite,,,
